,CD3_T_cell-week1,Kupffer_cell_(Liver_resident_macrophage)-week1,Monocytes-derived_Macrophage-week1,Tregs-week1,cDC1-week1,B_cell-week1,CD4+_T_cell-week1,CD8+_T_cell-week1,Cholangiocyte-week1,Endothelial_cell-week1,Hepatic_stellate_cell-week1,Liver_sinusoid_endothelial_cell(LSECs)-week1,Mast_cell-week1,NK_cell-week1,pDC-week1,γδ_T_cell-week1,CD3_T_cell-week2,Kupffer_cell_(Liver_resident_macrophage)-week2,Monocytes-derived_Macrophage-week2,Tregs-week2,cDC1-week2,B_cell-week2,CD4+_T_cell-week2,CD8+_T_cell-week2,Cholangiocyte-week2,Endothelial_cell-week2,Hepatic_stellate_cell-week2,Liver_sinusoid_endothelial_cell(LSECs)-week2,Mast_cell-week2,NK_cell-week2,pDC-week2,γδ_T_cell-week2,CD3_T_cell-week4,Kupffer_cell_(Liver_resident_macrophage)-week4,Monocytes-derived_Macrophage-week4,Tregs-week4,cDC1-week4,B_cell-week4,CD4+_T_cell-week4,CD8+_T_cell-week4,Cholangiocyte-week4,Endothelial_cell-week4,Hepatic_stellate_cell-week4,Liver_sinusoid_endothelial_cell(LSECs)-week4,Mast_cell-week4,NK_cell-week4,pDC-week4,γδ_T_cell-week4,CD3_T_cell-week8,Kupffer_cell_(Liver_resident_macrophage)-week8,Monocytes-derived_Macrophage-week8,Tregs-week8,cDC1-week8,B_cell-week8,CD4+_T_cell-week8,CD8+_T_cell-week8,Cholangiocyte-week8,Endothelial_cell-week8,Hepatic_stellate_cell-week8,Liver_sinusoid_endothelial_cell(LSECs)-week8,Mast_cell-week8,NK_cell-week8,pDC-week8,γδ_T_cell-week8,CD3_T_cell-week12,Kupffer_cell_(Liver_resident_macrophage)-week12,Monocytes-derived_Macrophage-week12,Tregs-week12,cDC1-week12,B_cell-week12,CD4+_T_cell-week12,CD8+_T_cell-week12,Cholangiocyte-week12,Endothelial_cell-week12,Hepatic_stellate_cell-week12,Liver_sinusoid_endothelial_cell(LSECs)-week12,Mast_cell-week12,NK_cell-week12,pDC-week12,γδ_T_cell-week12
Hepatic_stellate_cell-week1,0.8930409142357771,0.6746928380652721,0.8002830395425121,0.9135134206350315,0.9197761359503506,0.7050178476244542,0.4104208850330635,1.1921134837165168,1.0194580730490368,0.8418260888444775,0.0,0.7458520520983947,0.7638459342474362,0.6930819173031311,1.0217850917207825,0.7491401502063499,0.6520556324991715,0.8350292589287867,0.642150109522428,0.8495274723418176,1.02847292099892,0.6710910343342893,0.7901525047871603,0.8084646629700492,0.7525860929401111,0.6985436305674033,0.7681916298251109,0.9879541893839145,0.7626736840984109,1.2143657212969592,0.833012745714284,0.6108961161403278,1.1607918116744576,0.6372099457200723,0.7488517583583025,0.7041502965689965,0.9376349539627277,0.926355906733306,0.8986642003987315,0.7333598398882373,0.4968306933581136,0.9608155725441485,0.6203997089690687,1.2964295573584694,0.770153515223408,1.0150604023869774,0.731194330182934,0.8877962728894006,1.1783409604321575,0.608881075708436,0.7873838704983371,0.5541705866973294,0.8725105850262082,1.0584663588886305,0.5137128191233036,0.4919459256102269,0.7964687461400466,0.7310971942128273,0.4641025803592128,0.9948199878755924,1.0761422582781546,0.6560028591138749,1.0037194937677694,0.6474853745108555,0.7189769316320245,0.7658146559542034,0.41787363780561193,0.6594051720811498,0.8992176899554667,0.6170865086743531,0.94467215138393,0.7726167178325024,0.6984965058298125,0.8162681240726237,1.1075976303404207,0.9634126462029707,1.0871538920507655,1.0423667707373954,0.673500956426403,0.8117670857747518
Liver_sinusoid_endothelial_cell(LSECs)-week1,1.3138157209860504,0.7901369248076082,1.275539865203044,0.9505834862385526,0.6841317744571043,0.5256834659384956,0.5429054451367781,0.9389410240349313,1.086801165110791,0.8404649973904321,0.7458520520983947,0.0,0.6045935089539161,0.9017559143719893,0.43486049716322983,0.6841528839809274,0.5228967011769908,0.5966387521762724,0.9970497516601052,0.6658526213368069,0.6294956061912134,0.36883199372653686,0.48545372249222685,0.5816406455195355,0.7617341736880265,0.7935024935800203,0.5081270437069283,1.0508941641671383,1.1545593018974147,0.7590940147283075,0.429848376502474,0.5206389064199831,0.7586976739850538,0.6593890416062991,0.6434887525965522,1.0370104474288766,0.7322350237219846,0.629286418287763,0.76582201973211,0.6228906399284742,0.609376163870875,0.8022855723732677,0.8763611397092304,0.8303234146573146,0.6340411871627782,0.5819830765981451,0.6138543420674738,0.5807562797375878,1.1008819388632323,0.6104166434987774,0.5383793218590396,0.8983728015756338,0.8768141123662824,0.7492306633831525,0.705910941518982,0.8578998352859799,0.8667006889711143,0.3143234328621285,0.4434244481750472,0.9413400843481317,1.149032344857917,0.6191376878773329,1.0082748274353561,0.4157097711779766,0.7625546009472688,0.7258830953337201,0.5052228175476935,0.6215414513679969,0.4239671426963678,0.8429747544404248,0.6092446689117845,0.6490560646130703,0.6842507974842855,0.8690112039337964,0.9302176119567822,0.6443370633396226,0.823134531568844,0.9012448714824249,0.42765928936883246,0.5707682167120484
Mast_cell-week1,0.6728226734124457,0.7863302428214878,0.7960519767372642,0.30190106257016425,0.5829946621227036,0.3244303819461648,0.5056800199041145,0.884567960100106,0.5730227337202127,0.7339762645573299,0.7638459342474362,0.6045935089539161,0.0,0.4325814341875772,0.48240459366377175,0.6852239824775794,0.3617103955142147,0.47722895872568427,0.47812566593368155,0.6638522939315024,1.2164860391963044,0.3584613952118113,0.4579308650290105,0.2653174408039781,0.4364417517166308,0.25839771698773195,0.7005587629141656,0.7400856736398995,0.7291583489593862,0.5265713940453253,0.5050464384471574,0.4061236804677738,0.4387528542373057,0.16621851499499563,0.809339545025787,0.5434305968133712,0.4522226978098963,0.5791950636002737,0.5486026254056342,0.5295377471107237,0.5975769036785952,0.6678819460397292,0.863827200973766,0.6288593163024954,0.5953825484210227,0.5580115550562277,0.619611049920749,0.5950504550663271,0.8450700548129642,0.6114123272283941,0.5190406057178882,0.7814024501078948,1.1673429938939475,0.7366296016023524,0.5314041749822951,0.25663375670819377,0.6830602798021155,0.7087267314479835,0.49132747839180557,0.7089969851969963,0.9377781748047272,0.526709335621505,1.0190208350054033,0.5536959308201739,0.9284475369858903,0.7648945698241709,0.5057380540465184,0.8441962026893839,0.6969509581560385,0.5300594297068328,0.7303261301506849,0.2890785010457061,0.34507109911516565,0.45512573100108367,0.6452006918952262,0.6437585567271111,0.4770238454063429,0.4503693707276317,0.5524054261563672,0.18085863063428798
NK_cell-week1,0.5926709371814985,0.6555484888611459,0.990170114767697,0.6853847749570707,0.9093526623638717,0.5397603040206658,0.7763395865584718,0.7628347354154256,0.6107565244685882,0.557121834159344,0.6930819173031311,0.9017559143719893,0.4325814341875772,0.0,0.6821854413135663,0.7225676276886366,0.5278255005611364,0.43356058109375084,0.37532518625786826,0.694727571954767,1.584350833399989,0.4921382183143276,0.7038301854723514,0.48993962992017026,0.46477331794040166,0.23482182784963812,0.5674576401758142,0.8956285094570815,0.5796477013422793,0.8082327914886118,0.6310639001096854,0.49068924628891164,0.8081834458758711,0.2987830085039672,0.47040697178728996,0.9278831161931113,0.5644645999803439,0.620767138895328,0.7413109250049785,0.5430915568661658,0.9089297423105307,0.5199631861824723,0.7836374301100087,0.5211385523019169,0.5246921943020939,0.6074962569017015,0.4729771557364246,0.8321304617779413,0.7373805250434464,0.29328893189212324,0.7186635076150008,0.9311116936092575,0.7246424581398486,0.5511843135212946,0.6745511464575272,0.35288598311882347,0.684943077648283,1.0456127986479464,0.33975518992252973,0.9698445242145225,1.2110055797173895,0.6045862734914147,1.228801748034223,0.6643933611865516,0.7746222076059835,0.621160180863169,0.34368392371159573,0.987540726148609,0.666453040450223,0.3440199452409767,0.7353959993061769,0.548990161350525,0.7397966558176557,0.4714185168882884,0.791202528245054,0.983988025795985,0.5870549461199246,0.5678029926040371,0.5300938803530282,0.6342591645069896
pDC-week1,1.0372536269350323,0.8556198640904696,1.068145407415006,0.8289094661150062,0.6446301726450594,0.5369436606972688,0.6571398526300862,0.9009708895440177,0.9565725572217626,0.9112879605926465,1.0217850917207825,0.43486049716322983,0.48240459366377175,0.6821854413135663,0.0,0.8214548716250771,0.45587083639058834,0.4023993128723167,0.8590325854583005,0.6897356611406966,0.948862935234778,0.32924762659730356,0.22131955898724232,0.36209450772740226,0.5645481572304708,0.5086910527864226,0.4543977629798098,0.7287602050677352,0.9184553118816218,0.6063040122914138,0.42058951367117137,0.28955351629199844,0.5970913535240996,0.42567925594699474,0.791402725190645,0.7181387208091866,0.3388612938014117,0.5226954188782706,0.7871703396276942,1.0480365935098217,0.5184498960313666,0.35947543976185237,0.9484799303136033,0.7303551072911924,0.2912560146531673,0.7692495406703608,0.3275799467857292,0.6571782411629222,0.8228274718267239,0.5034321617802489,0.5575760095578541,1.070353086464791,0.6684189227731977,0.7533267346249906,0.496545731107192,0.7217884140139761,0.8185047749806633,0.45617707809036656,0.5652538299504626,0.767819260442427,0.8086091016528558,0.5081162947908855,0.9221059547547535,0.5393682669687841,0.6001815667663956,0.7714893253880302,0.8373121047944014,0.46423653032302004,0.3411615698787007,0.47117186422140955,0.4556327770079358,0.4252165562020306,0.557360608249829,0.5996423093553009,0.5080124465310323,0.4980506375621483,0.23361716592601267,0.5448724414636454,0.5686654886396805,0.4103481024164153
γδ_T_cell-week1,1.0088838640283058,1.1805117915639896,1.1156614305945645,0.8855904963653913,0.6626022756738682,0.7939011101592155,0.915788879899871,1.175955625033619,0.9647729063027065,0.8020715610514773,0.7491401502063499,0.6841528839809274,0.6852239824775794,0.7225676276886366,0.8214548716250771,0.0,0.5167943516436858,0.8182560361259068,0.7292271957444463,0.4221611760352051,1.0176348786750073,0.7376503565136134,0.7019157671563425,0.7235538702053561,0.6719844367420915,0.6457854828657161,1.0430813510696209,0.8509900787124035,1.260559023174743,1.1016928730519049,0.8250799519393692,0.6836115641907647,1.1057685408278308,0.5840426631254299,0.8187862859593487,0.760128254640662,1.1854002205085616,0.696514390847035,0.8960556427250708,0.5222768959303682,1.016073466109299,0.6724618066721476,0.6325773726863595,0.6116529318200992,0.8458612134428561,0.7335149737310284,0.8204667797243045,0.8397271625911568,0.8213480167878677,0.8400984451001801,0.9605825955864535,1.009451277265597,1.053216331937276,0.9799812555967428,0.5721512433526376,1.026308686141964,0.8664793904655295,1.0581565359785428,0.6241856759089888,0.5568664195944465,0.8528755108834019,0.7294917785585262,1.0853181821478592,0.4388272219579362,1.0125902437822685,0.9312031689436984,0.5531517175430022,0.8318504365901558,0.6842132263245169,0.9587283123145016,0.7910657533243329,1.0680796563959467,0.8665067552885364,0.8892607381666445,1.0161966611316184,0.7758924607563211,0.7722164323883878,0.9431621614952823,0.8290848812786993,0.7873973514121951
CD3_T_cell-week2,0.7384445728635751,0.5688815402840671,0.8535396956316308,0.5497177782646596,0.7934762211506243,0.48556936451810584,0.46937619231724736,0.734758627102367,0.8576056286411218,0.9206668624904559,0.6520556324991715,0.5228967011769908,0.3617103955142147,0.5278255005611364,0.45587083639058834,0.5167943516436858,0.0,0.4993177611272557,0.46018893386508264,0.8219145355374229,1.0455080662511862,0.20388199160887788,0.2541449419718298,0.1563416453752947,0.41050646996111384,0.25828068912043456,0.4395679011323339,0.6271485168182853,0.7053989530057602,0.7227594656168848,0.3829774694272706,0.40100031257348845,0.7426609360595832,0.265229337754608,0.811747370675227,0.4924433524033769,0.48275239423172434,0.43461315926831257,0.5338341855848605,0.43488133050216915,0.6978294614149418,0.40125609577940047,0.6085812039050134,0.813755130858517,0.5253988013501624,0.5972731140434873,0.4723483439568479,0.5214533001125561,0.6480010452132008,0.6592909208090528,0.3444198382739301,0.6106548761941093,0.8299583749673234,0.7062853635259108,0.6284697004480091,0.6121348657577685,0.4720706418039812,0.5885898931128903,0.2739176695424179,0.5898539412992498,1.1195671114351917,0.4833597836054294,0.6034613755736347,0.3469700132715422,0.5770078701680328,0.5227874383849647,0.35813997919798524,0.46465266549616,0.2814537610788963,0.446722193704269,0.5039228432112721,0.5486667117194195,0.5273282626199818,0.329451509572684,0.8001377110621277,0.5476135132608153,0.5602262689739871,0.7090108586325532,0.3023187492351007,0.23653748501171445
Kupffer_cell_(Liver_resident_macrophage)-week2,0.8756548675315821,0.8304219692732332,1.3346887530138913,0.8049551102186516,0.9522452373746549,0.5981450451706373,0.745605698229992,0.8160088997568941,0.5334945076066631,0.9152583144086782,0.8350292589287867,0.5966387521762724,0.47722895872568427,0.43356058109375084,0.4023993128723167,0.8182560361259068,0.4993177611272557,0.0,0.864591173053868,1.0190716310917605,1.1338108312887707,0.3707278671480828,0.38230398989587133,0.41823762195013814,0.5856444752113378,0.3135512679742197,0.26082983503279245,0.7628559720419128,0.9111149350628688,0.891471238242897,0.549202999938105,0.4886764110477875,1.028684501339727,0.4475710758404686,0.7147518625458891,0.9521393914537101,0.6011875800558069,0.46224068469426205,0.7377391966113145,0.5515166383103063,0.7458386573714225,0.5612724150957334,0.9997602570487042,0.8532286661702162,0.512920848351659,0.6346816287506328,0.6273868207315836,0.5344789819387017,0.7945063222997413,0.3040699088444664,0.6596817909859618,1.2665657897501945,1.083623328575472,0.716920484998261,0.6290034362592607,0.5749139616308352,0.8370762899387317,0.6380315862348298,0.4592586790811848,1.1053831827581786,0.7900022476251902,0.7202979038329405,1.212187762683147,0.6488936628891575,0.7602474661751351,0.8175619960711044,0.46516876581204347,0.505138741803087,0.526257435015473,0.48576906951656085,0.6542691751123619,0.6585792407753028,0.5429818404695532,0.7519535154159785,0.9636218629826829,1.184875990727035,0.24666610301016778,0.7927496730494049,0.35640105339127803,0.42189562893055355
Monocytes-derived_Macrophage-week2,0.5513620953635118,0.5774852331950695,0.5992612937579362,0.590239327253632,0.9942149464742758,0.629773486638057,0.41182170583094246,0.8312644888582865,0.7706858352084351,0.6488322428750078,0.642150109522428,0.9970497516601052,0.47812566593368155,0.37532518625786826,0.8590325854583005,0.7292271957444463,0.46018893386508264,0.864591173053868,0.0,0.5670635549146434,1.366103958467828,0.6843495946470468,0.7529157643162462,0.4084011801119073,0.33467697166919474,0.48180786913852325,0.8511122996392394,0.7258882117389789,0.6186028405318285,0.7314920698224675,0.4531888445690867,0.44081545375637055,0.6411664542452962,0.4875915188415997,0.8038653251972643,0.6906106126080627,0.5612326027892375,0.7249973303167144,0.6408337647222923,0.7661341226397609,0.9967654922514175,0.760519393715311,0.9046924223626074,0.5701995199964596,0.520096585844725,0.4497726206620878,0.339174732324211,0.9988049693025254,0.9646301634662263,0.7256144224287948,0.7370516269238768,0.58853298679411,0.9038642480418523,0.6585706391028381,0.7785669574027535,0.4386454882033516,0.4978020641154304,1.085263764455548,0.3880264659673549,0.6559974486419644,1.166738086752479,0.8451926935171685,0.7521450840208237,0.5351665305094608,0.6580109945409407,0.40153127925833365,0.5280265440468457,1.0311990973533214,0.7855881612921327,0.5355054206448411,0.6586997718734577,0.5299253419075509,0.8483313500077697,0.5653987964202908,0.7142367821008959,0.7584163764892229,0.8100624079952317,0.5561005752523049,0.6456153456177522,0.5875661549450438
Tregs-week2,1.1217203725826073,1.0202641980111147,0.9259754250410198,0.7235335144369852,0.4659903193034528,0.6480703656870541,0.7794730229163053,1.3061773388327282,0.8719050062749896,0.6467067002650799,0.8495274723418176,0.6658526213368069,0.6638522939315024,0.694727571954767,0.6897356611406966,0.4221611760352051,0.8219145355374229,1.0190716310917605,0.5670635549146434,0.0,0.8790547980597228,0.9453112111102598,0.7802174507247948,0.8106409479268457,0.48641803550735296,0.7276780396969753,1.1708215427242863,1.0213768092638023,1.1484828771453761,0.7788589413654453,0.6298364057285808,0.418700504009467,0.5479386266424805,0.6264067702271618,0.9643016120143322,0.8709557530924484,0.8811752981610155,0.9103880538385886,0.9998281741603053,1.0214632304987157,0.8850916789728402,0.7433270685107771,0.7212384004717575,0.38141905000632637,0.7954307196779424,0.7422029315445196,0.4924818496999319,0.9784831649838175,1.3619540420250908,0.6440859088607254,0.9345400634864485,0.9737064012273243,0.7801912934631837,0.7564060107685051,0.5459054565758367,0.8765151260355433,1.0446781967443444,0.9178422418719929,0.7129198258712137,0.5503966652463793,0.725004985219003,0.6407875824200087,1.0189865305690695,0.574467158296494,1.15283776948978,0.6698324121468009,0.6675002464244748,1.0338819974275157,0.901621412506479,0.8976594770105236,0.840971088836983,0.7178230858214125,0.8541365726922376,0.7516751548530228,0.6481394927068136,0.5813628113299418,0.823300621320058,0.6003126989359808,1.0308334324208368,0.8951262616533731
cDC1-week2,1.3542967765478502,0.8390971008502944,1.2365139990325402,1.0026662215404438,0.7004666592645301,0.8009362089475042,0.883531155071167,1.3548628833885163,1.103790877522183,1.0433772326927808,1.02847292099892,0.6294956061912134,1.2164860391963044,1.584350833399989,0.948862935234778,1.0176348786750073,1.0455080662511862,1.1338108312887707,1.366103958467828,0.8790547980597228,0.0,1.069934403599178,0.7903652209956943,1.0255455582747905,0.8963472138940357,1.152449690563922,0.9648425524207009,1.0949500787867112,1.2877328523145626,1.0584404881480447,0.8472755503704892,0.8462689947030677,0.9435455660521384,1.2369140253170336,1.2030531139076241,0.8537191000329614,1.1143916339235178,0.9270892089059504,0.7335784052216561,1.2670575472660595,0.8876152327681252,0.9404101818064037,0.6659457135884121,1.078581059949478,1.3265204142945914,1.0475791938457992,1.0391981785974205,0.5774743718717253,1.3969112496147211,1.0024526731293273,0.6983207142822985,1.005730660272996,0.9939621598158722,0.9005709461139803,0.7524278146783476,1.3664526185312635,1.195013137937079,0.43912335339513764,1.132543114922746,0.626569112924927,0.6576595003757022,0.7473344710876078,0.8037867275939866,0.872940897222124,0.9502243817411067,0.9024936413168692,1.014640541725646,0.7760751811452703,1.0095601514080814,1.2201997759266718,0.7289338768136422,1.115078177348908,1.226828665292171,1.0622923597255105,1.0609067157505367,0.9272160185332063,0.9950387060302018,1.1980470013426108,0.9955746344018571,0.9924617460237565
B_cell-week2,0.8695687814986525,0.5867027606654229,0.9569061459435559,0.8333779019507138,0.6463374040063186,0.4342981712948205,0.44804187178454014,0.6081946197793435,0.8323750024205132,0.9375071134254195,0.6710910343342893,0.36883199372653686,0.3584613952118113,0.4921382183143276,0.32924762659730356,0.7376503565136134,0.20388199160887788,0.3707278671480828,0.6843495946470468,0.9453112111102598,1.069934403599178,0.0,0.2542785857632902,0.18072494109166592,0.42958079246171343,0.3811547650849738,0.3810533306956494,0.7579915218087548,0.6403270113815916,0.5964734529446095,0.3427984053213432,0.37023002029554186,0.6714941942381125,0.27707564755026326,0.49376376315969306,0.6662403714553233,0.334061623508602,0.3009767183862232,0.48083707399046116,0.4941974677610934,0.5792342453369416,0.43322918275819444,0.848479698784564,0.9482892689770119,0.5102714808620088,0.6463692459793042,0.4626997054208918,0.5208435352144412,0.48671534849813414,0.5637229146835395,0.29614050452173335,0.680757681093313,0.815849389132342,0.685843065901661,0.5402097127040646,0.49735188561263377,0.4617630294772085,0.47564733661481196,0.3197540028505914,0.9129070248249507,1.2645114477683608,0.4517318479601278,0.9971980394658769,0.38400574568701384,0.49858227600275384,0.6937008168507843,0.4293794098497319,0.5127912024960728,0.3327891271646102,0.3650254855635042,0.4922387574677122,0.44112064140425633,0.5994932671093622,0.5380060501186205,0.6838772269336729,0.7288522277745326,0.5208496726734788,0.723822954404578,0.2598185464751529,0.2725005287275837
CD4+_T_cell-week2,0.8347752284753209,0.5406917215098135,1.1438701197708283,0.6180124462441308,0.5817688598974557,0.33681770611551576,0.4317267598373219,0.8767795527444461,0.8723485967050053,0.8214181980384677,0.7901525047871603,0.48545372249222685,0.4579308650290105,0.7038301854723514,0.22131955898724232,0.7019157671563425,0.2541449419718298,0.38230398989587133,0.7529157643162462,0.7802174507247948,0.7903652209956943,0.2542785857632902,0.0,0.20440293471955762,0.3357670778089914,0.3765450364470877,0.5331092296394251,0.6971250844739836,0.6513175056691425,0.6525575582625023,0.34207444801752895,0.19816132007036802,0.6452942505935868,0.37041205151990253,0.8070418955606333,0.5253083680903332,0.4050781266628882,0.5153598391712301,0.47701252101202074,0.8122069265799203,0.46085200970680407,0.33013719879350634,0.6435021307091982,0.92718071300022,0.5695996369914572,0.6817524765199148,0.3926812219938197,0.47757686531609267,0.8359440458332286,0.5334215867207215,0.25911512570809725,0.7901358282507198,0.8527944030444365,0.8011993141524901,0.4534626324350207,0.6694956787999857,0.6728610166638779,0.4113281544381948,0.5775692203530838,0.6364845094779726,0.8418142317571975,0.5382313941321067,0.6816069972607683,0.45417298217485025,0.6054958442239475,0.468694258831887,0.5750948422985168,0.24802578819756704,0.43722182052954983,0.31346796081642614,0.45829778144707656,0.537376536674951,0.6324788961344101,0.5499352931747508,0.46209312619979426,0.5964886647054648,0.2718531714158523,0.5673012797405097,0.2973764142102403,0.18795888136594285
CD8+_T_cell-week2,0.6940580122895419,0.4315064807901975,0.9641735690525288,0.5260452509073503,0.6440477588645988,0.36540085640002484,0.33691030806666034,0.7708665840619122,0.7465563650152485,0.7922276409301419,0.8084646629700492,0.5816406455195355,0.2653174408039781,0.48993962992017026,0.36209450772740226,0.7235538702053561,0.1563416453752947,0.41823762195013814,0.4084011801119073,0.8106409479268457,1.0255455582747905,0.18072494109166592,0.20440293471955762,0.0,0.23026227465315507,0.272213509567822,0.48087348087937554,0.536938023316607,0.6529355848944183,0.6309045482090827,0.24444534511814153,0.2798590691159315,0.5630956382281709,0.20916358185509087,0.738498570350552,0.5623700938360208,0.20831862545138813,0.30148159718866374,0.3335569372356878,0.6546178847185585,0.6997301186814724,0.432193640098696,0.8013659025717824,0.7242469447458961,0.524460370058329,0.40134134132977217,0.4049836026447552,0.4000132488178223,0.6644630429296049,0.6292301704731968,0.20713696321566089,0.5962634129153442,0.946586250387804,0.5428669153513161,0.5180093820303504,0.47491687807113103,0.3016813280314874,0.6509947499381659,0.3588378977431046,0.5424054378866991,1.0693363073451922,0.5504766754835563,0.7089007071737663,0.3063240399550283,0.5247677846097596,0.4950959153980097,0.4700300013906993,0.6602748454548748,0.47237087286638924,0.3307486220632504,0.35710327116215346,0.3020719825132838,0.6654348185753277,0.4620857547561328,0.520398909755081,0.7449516079211123,0.3494821067035594,0.46395974840441545,0.34063315873039546,0.12429542468826571
Cholangiocyte-week2,0.7263011515892949,0.46865355088309524,0.849242566774832,0.58951927773356,0.482068212349418,0.36382306777665885,0.44919981947745136,0.9264135271635098,0.6300257695878553,0.7323686564886295,0.7525860929401111,0.7617341736880265,0.4364417517166308,0.46477331794040166,0.5645481572304708,0.6719844367420915,0.41050646996111384,0.5856444752113378,0.33467697166919474,0.48641803550735296,0.8963472138940357,0.42958079246171343,0.3357670778089914,0.23026227465315507,0.0,0.30381560582327616,0.7281065960057485,0.855765011975471,0.5744140577485493,0.5924625336247968,0.3336668721587639,0.14134952179720228,0.4748907672074004,0.3501978003761712,0.8005951728089074,0.4916668265933677,0.41451159518128455,0.5044699115886355,0.39797382704129947,0.80096611375839,0.8935916129520094,0.44882386728266155,0.6852589893910762,0.5885774032468906,0.7617765631402691,0.5766744512346507,0.2983100709958929,0.6510794002236098,0.8957554679072796,0.506897177554105,0.3883657899899494,0.7571511590432175,0.8731133104675767,0.6392859628022751,0.4090178188147291,0.5060310091360398,0.6046006477416755,0.7640017264335976,0.4778056242665806,0.5813697100860526,0.8901178653503842,0.5353196625848771,0.8976664795508816,0.49941880239705017,0.7418861385983626,0.3749643544515111,0.44416937890868835,0.7447884475686299,0.6749452712285222,0.41742662201654546,0.5350048551408655,0.5434117534578933,0.878388058502213,0.5036040692787345,0.5303488246085989,0.8195431778848237,0.4500419829508181,0.5369067207144933,0.489728880544986,0.36624723726448827
Endothelial_cell-week2,0.5682774685216367,0.5985432385409482,0.9259170556720964,0.36345742759195154,0.7163704818741123,0.3463975835851273,0.6922466338173252,0.9348548678345411,0.49757939742878576,0.7267693146022519,0.6985436305674033,0.7935024935800203,0.25839771698773195,0.23482182784963812,0.5086910527864226,0.6457854828657161,0.25828068912043456,0.3135512679742197,0.48180786913852325,0.7276780396969753,1.152449690563922,0.3811547650849738,0.3765450364470877,0.272213509567822,0.30381560582327616,0.0,0.43181622857518653,0.7636705451356605,0.6348818092714047,0.7328115776318685,0.5471241737765234,0.33527507607108464,0.6963528567674846,0.15258078937336028,0.8000349823262158,0.49054919135039854,0.5056939498764575,0.5043766297552243,0.5464201833772704,0.5370593528836677,0.756205693474568,0.3125347085518674,0.5044255867920189,0.6008085892117145,0.6355715197891323,0.7054752810488876,0.5146042834815892,0.47488826223103675,0.7747307754992923,0.29792491698174794,0.4606318907211432,0.9112187517627893,0.8523184285113948,0.5889095335118666,0.4321764969516513,0.3698984706334201,0.7494860943491193,0.7011400352196977,0.367819525571648,0.6397759441433843,0.837742360710809,0.3400324005485499,0.9800776858390754,0.5972952008196182,0.7894778861726603,0.6048089447123757,0.30222047629979076,0.6624499865692024,0.5346537237127067,0.33632939320303146,0.6202094609926885,0.505670163319722,0.5103092321592528,0.22080581639286745,0.8034403754388504,0.8097549721343772,0.3408398584527904,0.5646798333121374,0.4481427613298632,0.32011223477794415
Hepatic_stellate_cell-week2,0.9197257380941273,0.575770151070615,1.185838529603597,0.9403892535250677,1.172712753953242,0.6621977211858364,0.7374903356652585,0.8243189644259784,0.9460943691582953,0.9432578057473763,0.7681916298251109,0.5081270437069283,0.7005587629141656,0.5674576401758142,0.4543977629798098,1.0430813510696209,0.4395679011323339,0.26082983503279245,0.8511122996392394,1.1708215427242863,0.9648425524207009,0.3810533306956494,0.5331092296394251,0.48087348087937554,0.7281065960057485,0.43181622857518653,0.0,0.9782231428041338,0.8708704119049964,0.9515765440346843,0.5995678996299199,0.5818560303097596,1.0733271393841566,0.6016039630121481,0.7016280753338439,0.885302064440991,0.5784239901252555,0.5847867525723336,0.7554826916392117,0.6810628673482572,0.8775356217622635,0.5804340562923176,0.866925990258121,0.8578773217894362,0.4406840244289274,0.7129863524670601,0.5471303599345438,0.5723057926598805,0.8384784513626319,0.35213713707862226,0.5987295991277592,1.1141307788064005,0.7136582505716098,0.6915132193730074,0.7593530833547688,0.6443272311648807,0.8265871809632694,0.5061213373104227,0.27154824177030756,1.0894780074698052,1.1280951231567207,0.6148859748760827,1.0194458710160428,0.7119165340375074,0.4820732146263167,0.7109780072617111,0.5071791801165366,0.5892628965791786,0.24441136315699907,0.5739786658007103,0.5243748719405297,0.7074785000434128,0.7047898221337086,0.5936905198880325,1.2084358149629433,0.9674253243023703,0.5290036577481382,0.9623205265362693,0.323440818439675,0.570605534110543
